GeneSet,N_Genes,CPI,SE,t,p.value,q.value
HOSHIDA_LIVER_CANCER_SUBCLASS_S3,197,0.405724853534596,0.0376970631409665,10.7627708826389,2.53087971803477e-18,4.43456358922278e-18
KYNG_DNA_DAMAGE_BY_4NQO,31,0.396864336725161,0.0368781036760156,10.761516921036,2.54626381870419e-18,4.45852503556995e-18
REACTOME_DEVELOPMENTAL_BIOLOGY,269,0.378991084175534,0.0352186342953678,10.7610954188925,2.55145599708609e-18,4.46462018537734e-18
CHEN_METABOLIC_SYNDROM_NETWORK,846,0.431159522477422,0.0400676299163947,10.7607942715125,2.5551721115169e-18,4.46812603146622e-18
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,42,0.378128839395495,0.035141874432606,10.7600646095489,2.56419854687022e-18,4.48090690474508e-18
WANG_HCP_PROSTATE_CANCER,80,0.405686406078237,0.037705152703765,10.7594420652678,2.57192512601208e-18,4.49140070533168e-18
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS,27,0.410603460467319,0.0381673365573749,10.7579804488081,2.5901575204087e-18,4.52021469615136e-18
MIKKELSEN_NPC_HCP_WITH_H3K27ME3,207,0.403684694885642,0.0375274442563251,10.7570526819876,2.60179776818457e-18,4.53747401348801e-18
MANALO_HYPOXIA_UP,149,0.392052422057872,0.0364465472337428,10.7569153133634,2.603525717973e-18,4.53747401348801e-18
FONTAINE_PAPILLARY_THYROID_CARCINOMA_DN,50,0.392661377778193,0.0365092851999548,10.7551099844233,2.62634200959318e-18,4.57418311283619e-18
MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_UP,125,0.403078599168773,0.0374998789422898,10.7487973438285,2.70771042810126e-18,4.71275283983735e-18
GREENBAUM_E2A_TARGETS_UP,31,0.398690762529255,0.0370972808385638,10.7471694290543,2.7291006284636e-18,4.74681569310768e-18
SLEBOS_HEAD_AND_NECK_CANCER_WITH_HPV_UP,50,0.4019062376155,0.0373987509013951,10.7465150019358,2.73774721773582e-18,4.75698438905071e-18
ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_UP,56,0.383645419513429,0.0356997317007221,10.7464510582209,2.73859354248914e-18,4.75698438905071e-18
LIM_MAMMARY_LUMINAL_PROGENITOR_UP,43,0.403399294943895,0.0375394081032459,10.7460217229428,2.74428278998879e-18,4.76369514243564e-18
GU_PDEF_TARGETS_DN,25,0.395423619244168,0.0368025007524071,10.744476901296,2.76485185839112e-18,4.79620910807342e-18
DUNNE_TARGETS_OF_AML1_MTG8_FUSION_UP,40,0.394214650826172,0.0366932476448356,10.7435202967557,2.77766630819736e-18,4.81523680936007e-18
NIKOLSKY_BREAST_CANCER_11Q12_Q14_AMPLICON,97,0.40207592098351,0.0374277790961989,10.7427138529933,2.78851547815713e-18,4.82860827256479e-18
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY,27,0.386233998344967,0.0359532528021879,10.7426718931385,2.7890811294577e-18,4.82860827256479e-18
PID_RAC1_REG_PATHWAY,30,0.40451849513261,0.0376606903247113,10.7411333049087,2.80990211291947e-18,4.86142878820085e-18
KEGG_DILATED_CARDIOMYOPATHY,65,0.38184646027344,0.0355533186311238,10.7401073929331,2.82387180083599e-18,4.88236019110742e-18
BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_DN,26,0.377570985713335,0.0351628720144658,10.7377743649041,2.85590001412415e-18,4.93446565354299e-18
BARIS_THYROID_CANCER_DN,47,0.415628801545661,0.0387117352563395,10.7365066121028,2.87345637559083e-18,4.96151401979912e-18
ACEVEDO_FGFR1_TARGETS_IN_PROSTATE_CANCER_MODEL_UP,200,0.405001012212785,0.0377223462236219,10.7363685655155,2.87537462097523e-18,4.96154258341559e-18
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_7,274,0.409706080189408,0.0381648531855068,10.7351672020841,2.89212261829227e-18,4.98714336492037e-18
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_,57,0.412873921554163,0.0384745866901901,10.7310813987102,2.94981731454351e-18,5.08205616832977e-18
REACTOME_SIGNALLING_TO_ERKS,27,0.341788621196959,0.0318506013464428,10.7309942904777,2.95105982944408e-18,5.08205616832977e-18
ELVIDGE_HYPOXIA_DN,110,0.411680624733963,0.0383670524452364,10.730056089703,2.96447565772669e-18,5.10179221042805e-18
MEDINA_SMARCA4_TARGETS,35,0.376621395981829,0.0351018531381632,10.7293878331558,2.97406867486827e-18,5.11492760232783e-18
REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0,46,0.390599741775517,0.03640537466914,10.7291779119257,2.97708857307078e-18,5.11674841050176e-18
MCBRYAN_PUBERTAL_BREAST_3_4WK_UP,153,0.408263370708,0.0380581341666376,10.7273616967248,3.00334506921509e-18,5.15847747569597e-18
QI_PLASMACYTOMA_DN,77,0.404313436858022,0.0377023286758272,10.7238319503922,3.05503936309755e-18,5.24381427521151e-18
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_DN,27,0.40302449577728,0.0375876352477124,10.7222626036792,3.07830847742364e-18,5.27992638989733e-18
BIOCARTA_BIOPEPTIDES_PATHWAY,32,0.394544020431936,0.036797131951848,10.7221405447639,3.08012570541347e-18,5.27992638989733e-18
DELPUECH_FOXO3_TARGETS_DN,34,0.380147783535476,0.0354580086185968,10.7210697482909,3.09611401952179e-18,5.30216164680547e-18
PID_PTP1B_PATHWAY,41,0.368961085673533,0.0344152259278688,10.7208677475151,3.09913945427303e-18,5.30216164680547e-18
PID_SMAD2_3NUCLEAR_PATHWAY,59,0.370803611317668,0.034587101099312,10.7208641236789,3.09919375675674e-18,5.30216164680547e-18
PID_LKB1_PATHWAY,30,0.388243285151419,0.0362143489199496,10.7207031668474,3.10160662587506e-18,5.30281237674183e-18
BENPORATH_MYC_TARGETS_WITH_EBOX,190,0.402837220033527,0.0375796282227405,10.7195637393176,3.11874146886801e-18,5.32861590849812e-18
AFFAR_YY1_TARGETS_DN,188,0.396523576167345,0.0369925597497982,10.7190088723046,3.12711994428438e-18,5.33943451219762e-18
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,61,0.401009711188837,0.0374134166289776,10.7183397647315,3.13725346200261e-18,5.35323367061138e-18
ST_WNT_BETA_CATENIN_PATHWAY,25,0.405321890571131,0.0378162960879131,10.7181805861913,3.13966903591835e-18,5.35385393118365e-18
KEGG_PARKINSONS_DISEASE,101,0.40443288153491,0.0377355798362661,10.717547823294,3.14928981939492e-18,5.36675188687221e-18
CERVERA_SDHB_TARGETS_1_DN,25,0.363768825447752,0.0339438733610999,10.7167741753549,3.16109283675405e-18,5.38334935449825e-18
REACTOME_INFLUENZA_LIFE_CYCLE,116,0.404373995081947,0.037737266231381,10.7155084473417,3.18049887209557e-18,5.41286468186389e-18
LEE_LIVER_CANCER_E2F1_UP,44,0.399966500065274,0.037336158299849,10.7125777872784,3.22589108673843e-18,5.48417148707671e-18
YAGI_AML_WITH_T_9_11_TRANSLOCATION,90,0.409871210799303,0.038260907986595,10.7125322520549,3.226601469016e-18,5.48417148707671e-18
DELACROIX_RAR_BOUND_ES,277,0.42346382586098,0.0395327704884724,10.7117163970195,3.2393560010242e-18,5.50226549913551e-18
ZWANG_TRANSIENTLY_UP_BY_2ND_EGF_PULSE_ONLY,857,0.40194859396566,0.0375253921918632,10.7113762305412,3.2446888527984e-18,5.50773794206313e-18
PID_IGF1_PATHWAY,26,0.384903967729844,0.0359371752121882,10.7104680726075,3.25896935699842e-18,5.52838169857534e-18
BOSCO_TH1_CYTOTOXIC_MODULE,76,0.406779339679654,0.0379812768994605,10.709996421564,3.26641076229009e-18,5.53740459961978e-18
YAGI_AML_WITH_T_8_21_TRANSLOCATION,267,0.4150979513169,0.0387743250291884,10.7054849053961,3.33845680685109e-18,5.65586610978863e-18
IZADPANAH_STEM_CELL_ADIPOSE_VS_BONE_UP,86,0.39785171804723,0.0371656662968261,10.7048186589677,3.34923048200242e-18,5.67043629302032e-18
ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_DN,182,0.41651473752175,0.0389174657991748,10.7025143844433,3.3867616387124e-18,5.73020733769787e-18
HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_DN,197,0.401516111351642,0.0375168454174802,10.702288715473,3.39045983800845e-18,5.73020733769787e-18
RASHI_RESPONSE_TO_IONIZING_RADIATION_6,65,0.37157448654511,0.0347192923574059,10.7022482693502,3.3911230852455e-18,5.73020733769787e-18
MIKKELSEN_MEF_HCP_WITH_H3K27ME3,336,0.427342776815774,0.0399326731160567,10.701582024669,3.40206709202517e-18,5.74497931591823e-18
REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS,48,0.389183694668644,0.0363717367605205,10.7001680241753,3.42541147965696e-18,5.77798611469377e-18
WILCOX_RESPONSE_TO_PROGESTERONE_UP,110,0.413786079329789,0.0386711265615455,10.7001299450442,3.42604236083989e-18,5.77798611469377e-18
CHEN_LVAD_SUPPORT_OF_FAILING_HEART_UP,75,0.402819728409339,0.0376516946338675,10.6985816263102,3.45179322457881e-18,5.81765408457759e-18
VANASSE_BCL2_TARGETS_DN,55,0.394271188856035,0.0368699434752657,10.6935664037709,3.53654335179426e-18,5.95664403152436e-18
SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_UP,32,0.399673288067192,0.0373874487454613,10.6900390767025,3.59739649171081e-18,6.05523061088613e-18
ISHIDA_E2F_TARGETS,44,0.409211061820804,0.0382823918580989,10.6892762431779,3.61069424468365e-18,6.07263753412196e-18
KONDO_PROSTATE_CANCER_WITH_H3K27ME3,105,0.415923732622832,0.0389110377558953,10.6890938050044,3.61388180989803e-18,6.07263753412196e-18
BLALOCK_ALZHEIMERS_DISEASE_DN,940,0.408707029347958,0.0382360629851385,10.6890458232275,3.61472061728302e-18,6.07263753412196e-18
DORN_ADENOVIRUS_INFECTION_48HR_DN,32,0.409642096169102,0.0383259415597252,10.6883765798875,3.62644055240755e-18,6.08776503343916e-18
STREICHER_LSM1_TARGETS_UP,31,0.39694754130902,0.0371386308226793,10.6882653591693,3.62839196128704e-18,6.08776503343916e-18
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_4NQO_IN_WS,31,0.397193487964109,0.0371638662434235,10.687625592087,3.63963736966656e-18,6.10270816032138e-18
BASSO_B_LYMPHOCYTE_NETWORK,108,0.433776676335157,0.0405875455847647,10.6874330557693,3.64302848094037e-18,6.10447097416405e-18
SENESE_HDAC1_TARGETS_UP,320,0.403457160470898,0.0377518245251702,10.687090373656,3.64907192207364e-18,6.10784005828384e-18
ABE_INNER_EAR,36,0.374838313673426,0.0350740557720729,10.6870535905313,3.64972121535627e-18,6.10784005828384e-18
HOOI_ST7_TARGETS_UP,51,0.400585419342202,0.0374839210931798,10.6868600631829,3.65313925510893e-18,6.1096412285764e-18
AMIT_EGF_RESPONSE_480_HELA,118,0.391575230314266,0.0366442059084166,10.6858702653542,3.67067109133853e-18,6.13502938968752e-18
KIM_ALL_DISORDERS_CALB1_CORR_DN,28,0.376293388575869,0.0352167534728954,10.6850675166717,3.68495172507449e-18,6.15495457792532e-18
MURAKAMI_UV_RESPONSE_6HR_UP,31,0.363646807478591,0.0340347469575937,10.684575029504,3.69374045672199e-18,6.16568704516165e-18
BECKER_TAMOXIFEN_RESISTANCE_UP,41,0.387960094787458,0.0363113460856689,10.684266396298,3.69925890869247e-18,6.1709504429531e-18
LEE_METASTASIS_AND_ALTERNATIVE_SPLICING_DN,32,0.39518498296222,0.0369915274428107,10.6831215221696,3.71980187206294e-18,6.20125436690876e-18
MARTINEZ_RB1_TARGETS_UP,480,0.408759154583556,0.0382647100122284,10.6824056540067,3.73270505979827e-18,6.21879150767157e-18
ST_P38_MAPK_PATHWAY,26,0.399144968773108,0.0373695550916173,10.6810200922794,3.75780674139147e-18,6.25588576131775e-18
MORI_MATURE_B_LYMPHOCYTE_DN,63,0.399475430189395,0.0374008714931835,10.6809123488527,3.75976576226379e-18,6.25588576131775e-18
SMITH_LIVER_CANCER,35,0.416675176508522,0.0390135732888544,10.6802618007708,3.7716159761798e-18,6.27160362132128e-18
SANSOM_APC_TARGETS_DN,275,0.445966839930017,0.0417641261262399,10.6782274955783,3.80891445649306e-18,6.3288146601686e-18
GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_UP,47,0.398393568960845,0.0373093319170771,10.6781212230309,3.81087306674008e-18,6.3288146601686e-18
BILD_MYC_ONCOGENIC_SIGNATURE,123,0.436139389530876,0.0408450553501135,10.6778993391587,3.81496565617074e-18,6.33158104131645e-18
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_14,102,0.409442834530191,0.0383490216741532,10.6767478453343,3.83627551360639e-18,6.36290070883602e-18
PID_CMYB_PATHWAY,62,0.393787024604308,0.0368881275601022,10.6751697809195,3.86567352585232e-18,6.40758718484669e-18
LINDVALL_IMMORTALIZED_BY_TERT_UP,58,0.389606051789431,0.0365002985352704,10.6740511016082,3.88665024765128e-18,6.43673089052848e-18
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_1,28,0.40588114288964,0.0380253244539342,10.6739692223099,3.88819006649018e-18,6.43673089052848e-18
LI_AMPLIFIED_IN_LUNG_CANCER,162,0.416679265410894,0.0390439535268968,10.6720561769917,3.92434126901849e-18,6.4924580664992e-18
BERNARD_PPAPDC1B_TARGETS_UP,27,0.382277663511499,0.0358256600717743,10.6704988197184,3.95401958023682e-18,6.53741260129142e-18
KAAB_HEART_ATRIUM_VS_VENTRICLE_UP,191,0.395035209657249,0.0370301177836432,10.6679436442879,4.00320128054961e-18,6.61453587140845e-18
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_2,229,0.362850195450108,0.0340305269717425,10.6624912318109,4.11020846610501e-18,6.7855412905144e-18
GRAESSMANN_RESPONSE_TO_MC_AND_SERUM_DEPRIVATION_DN,61,0.370861853843659,0.0347821910964368,10.6624063106148,4.11189757773218e-18,6.7855412905144e-18
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_UP,202,0.417010704628335,0.0391134169503288,10.6615769508941,4.12843044615627e-18,6.80851772062055e-18
RICKMAN_HEAD_AND_NECK_CANCER_B,28,0.390147844435824,0.0365957511116613,10.6610148059375,4.13967439036152e-18,6.82274825297108e-18
LE_EGR2_TARGETS_UP,92,0.400455416622449,0.0375654128286577,10.6602160463135,4.15570387809064e-18,6.84484306688036e-18
HOEBEKE_LYMPHOID_STEM_CELL_DN,74,0.404400806431274,0.0379408997244527,10.6587036514224,4.18622518472422e-18,6.89076435769431e-18
PID_CXCR4_PATHWAY,87,0.40274134208221,0.0377865816286977,10.6583163843628,4.19407660015592e-18,6.89597413264795e-18
SASAKI_ADULT_T_CELL_LEUKEMIA,134,0.398293420810654,0.037369365953547,10.6582868252505,4.19467648467317e-18,6.89597413264795e-18
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE,67,0.41118261776126,0.0385797892394788,10.6579798870569,4.20091069687692e-18,6.90187406054904e-18
FUJII_YBX1_TARGETS_DN,169,0.407600972470046,0.0382552969206208,10.6547590864557,4.26689091155661e-18,7.00586430978679e-18
HOSHIDA_LIVER_CANCER_LATE_RECURRENCE_UP,43,0.39092222677229,0.0366964284939111,10.6528684892906,4.30610377982931e-18,7.06580173683941e-18
DORSAM_HOXA9_TARGETS_UP,27,0.403569908025887,0.0378863992438869,10.6521051374658,4.32203862710362e-18,7.08749137530694e-18
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT,30,0.419325401043907,0.0393664827234161,10.651838112895,4.32762666373653e-18,7.09219721462852e-18
BYSTROEM_CORRELATED_WITH_IL5_DN,52,0.398077013214645,0.0373802227372585,10.6494018511523,4.37894603122609e-18,7.16986254548914e-18
FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_UP,193,0.376917499338097,0.035393548209343,10.6493278692697,4.38051395075112e-18,7.16986254548914e-18
PID_INSULIN_PATHWAY,35,0.417363451028892,0.0391979752595615,10.6475767757184,4.41779010266944e-18,7.22634130273641e-18
MARTENS_TRETINOIN_RESPONSE_UP,493,0.410060198165022,0.0385220111567939,10.6448283942388,4.4769379879665e-18,7.31515369170288e-18
KYNG_DNA_DAMAGE_BY_UV,45,0.380611580944935,0.0357556564039533,10.6447935578342,4.47769277334209e-18,7.31515369170288e-18
DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN,345,0.440710117672051,0.041403493826996,10.644273633369,4.48897292073264e-18,7.32899270975685e-18
FEVR_CTNNB1_TARGETS_UP,469,0.404908230465909,0.0380477113939583,10.6421178996381,4.53604782370666e-18,7.40121874424683e-18
PID_E2F_PATHWAY,58,0.369072797133146,0.0346825592185447,10.6414522298517,4.5506838381955e-18,7.42045883365754e-18
VECCHI_GASTRIC_CANCER_EARLY_DN,227,0.414769097934839,0.0389827722136953,10.6398050826443,4.58710327472203e-18,7.46884767870706e-18
LIN_MELANOMA_COPY_NUMBER_DN,30,0.383669871636143,0.0360598605513527,10.6398046406686,4.58711308617486e-18,7.46884767870706e-18
STOSSI_RESPONSE_TO_ESTRADIOL,36,0.390453743522316,0.0366977390887718,10.6397220433065,4.58894704061611e-18,7.46884767870706e-18
ST_ERK1_ERK2_MAPK_PATHWAY,27,0.392221298375106,0.0368653396814053,10.6392970135289,4.59839583584062e-18,7.47311209131068e-18
MIKKELSEN_IPS_LCP_WITH_H3K4ME3,102,0.399114127765306,0.0375133115907827,10.6392667253448,4.59906991327301e-18,7.47311209131068e-18
WEIGEL_OXIDATIVE_STRESS_BY_TBH_AND_H2O2,27,0.398051374155833,0.0374135940938572,10.6392177441511,4.60016022178802e-18,7.47311209131068e-18
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,143,0.417593229354481,0.0392528146477242,10.6385550463626,4.61493718868929e-18,7.49245247373389e-18
IGLESIAS_E2F_TARGETS_UP,127,0.395434094012769,0.0371748620466776,10.6371368242404,4.64672102998833e-18,7.53936266619375e-18
LUI_THYROID_CANCER_PAX8_PPARG_UP,30,0.410898781453476,0.0386344237066872,10.6355612956213,4.68228758140524e-18,7.58937644800902e-18
WONG_ADULT_TISSUE_STEM_MODULE,515,0.410102856605771,0.0385597596830601,10.6355138096448,4.68336377205616e-18,7.58937644800902e-18
SCHAEFFER_PROSTATE_DEVELOPMENT_12HR_UP,81,0.394006098369903,0.0370468915240155,10.6353349002166,4.68742068355769e-18,7.59123560732589e-18
BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP,316,0.420472522265857,0.0395384131605954,10.6345320576726,4.70566917561253e-18,7.61606133943741e-18
CEBALLOS_TARGETS_OF_TP53_AND_MYC_DN,28,0.385137012973734,0.0362170802397434,10.6341265067276,4.71491433860305e-18,7.62629355822403e-18
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC,45,0.397450981055272,0.0373822642075177,10.6320735108213,4.7619956423603e-18,7.69291742520151e-18
VALK_AML_CLUSTER_15,25,0.388261492619582,0.0365179474484089,10.6320732611849,4.76200139582232e-18,7.69291742520151e-18
ZHU_CMV_24_HR_DN,73,0.407637714079466,0.038341929939239,10.6316430791422,4.77192631479366e-18,7.70271377962046e-18
WONG_MITOCHONDRIA_GENE_MODULE,183,0.408127713531414,0.0383883381876378,10.6315546022475,4.77397017311088e-18,7.70271377962046e-18
KAMMINGA_EZH2_TARGETS,39,0.396663774789158,0.0373190325818629,10.6289940372661,4.83350207251318e-18,7.78988241581715e-18
BIOCARTA_KERATINOCYTE_PATHWAY,34,0.422495089321705,0.039749375866558,10.628974169055,4.83396689582521e-18,7.78988241581715e-18
KEGG_SMALL_CELL_LUNG_CANCER,64,0.3808319475048,0.0358373446841557,10.6266787023753,4.88797279115316e-18,7.87205000748061e-18
LEIN_NEURON_MARKERS,48,0.395719129682136,0.0372400616620776,10.6261674127437,4.90008411115038e-18,7.88668688833519e-18
BILANGES_SERUM_SENSITIVE_VIA_TSC2,28,0.394635595081564,0.0371397794245411,10.6256849447199,4.91154028997253e-18,7.90025192141697e-18
MIKKELSEN_MCV6_ICP_WITH_H3K4ME3_AND_H3K27ME3,27,0.388336517079721,0.0365506205414438,10.624621725352,4.9368812264162e-18,7.93612022163885e-18
SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_DN,40,0.381958428589489,0.0359531044200291,10.6237954900135,4.95666429364154e-18,7.9630154815953e-18
MULLIGHAN_NPM1_SIGNATURE_3_UP,245,0.420747303714438,0.039609311648776,10.6224341247152,4.98943376106013e-18,8.01072780468054e-18
WINTER_HYPOXIA_METAGENE,183,0.419507388212028,0.0394932553453681,10.6222539657326,4.99378661060145e-18,8.01278552709666e-18
PID_FRA_PATHWAY,32,0.4084230560608,0.0384522503060079,10.6215644808956,5.01048054532538e-18,8.03463045037118e-18
SIMBULAN_PARP1_TARGETS_UP,27,0.369419305482335,0.034782637044676,10.6207963763024,5.02914390427211e-18,8.05960469671127e-18
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM2,113,0.418275002530965,0.03938354314495,10.6205528789402,5.03507492027484e-18,8.06415621055681e-18
SATO_SILENCED_EPIGENETICALLY_IN_PANCREATIC_CANCER,37,0.396765225235423,0.0373703168928541,10.6171223105494,5.11938435747698e-18,8.19415569856284e-18
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1,44,0.383382958839825,0.0361139082873266,10.6159365469277,5.14885345025243e-18,8.23627139896296e-18
MILI_PSEUDOPODIA_HAPTOTAXIS_UP,337,0.400330834717442,0.0377184611917551,10.6136576644052,5.20596737516852e-18,8.32252995209233e-18
LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_DN,83,0.418518930562363,0.0394379518588458,10.612085842092,5.24573035504996e-18,8.38096172463279e-18
JAZAG_TGFB1_SIGNALING_UP,76,0.405147448155917,0.0381856190718651,10.6099484047498,5.30029073524151e-18,8.46294891569468e-18
LIU_PROSTATE_CANCER_DN,317,0.404902962471956,0.0381666479442041,10.6088164479072,5.32941511955865e-18,8.50424712350367e-18
OXFORD_RALA_OR_RALB_TARGETS_UP,38,0.381497969277907,0.0359703582187454,10.6058985278355,5.4052327065803e-18,8.61995851556724e-18
BILD_E2F3_ONCOGENIC_SIGNATURE,153,0.387669469880029,0.0365622805233942,10.6029893193336,5.48190006194015e-18,8.73688287208422e-18
PLASARI_TGFB1_TARGETS_10HR_UP,133,0.422610927093606,0.0398618680597579,10.6018846497625,5.51129643783506e-18,8.77837143242471e-18
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_UP,32,0.393550201949949,0.0371303788568619,10.5991431831894,5.58493397329111e-18,8.89023351819189e-18
GOBERT_CORE_OLIGODENDROCYTE_DIFFERENTIATION,27,0.374623339587219,0.0353511435692152,10.5972056845553,5.63757033170118e-18,8.9640984494191e-18
GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_DN,167,0.410273331549,0.0387153225726832,10.5971823114418,5.63820833863424e-18,8.9640984494191e-18
FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP,51,0.404077824536721,0.0381346204323388,10.5960888021336,5.66813846790667e-18,9.00619565333039e-18
DANG_BOUND_BY_MYC,863,0.409713853881687,0.0386789283814807,10.592688862545,5.76221822330814e-18,9.15010793950758e-18
MATZUK_SPERMATOZOA,72,0.380988990087641,0.0359713513036188,10.5914561527555,5.79671374767015e-18,9.19928599006778e-18
REACTOME_REGULATION_OF_APOPTOSIS,51,0.401117009693966,0.0378748782107892,10.5905821653494,5.82129627452016e-18,9.23268205484687e-18
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE,50,0.433709570826799,0.0409675226212746,10.5866682453865,5.93267043745404e-18,9.40360702996209e-18
PACHER_TARGETS_OF_IGF1_AND_IGF2_UP,27,0.38579448990286,0.0364533778340081,10.5832302196957,6.032263018556e-18,9.55566133297668e-18
KLEIN_TARGETS_OF_BCR_ABL1_FUSION,37,0.398274568127537,0.0376388195408394,10.5814840365914,6.08348622180501e-18,9.6309560392532e-18
CROMER_TUMORIGENESIS_DN,38,0.380316194996454,0.0359474487681006,10.5797826557845,6.13381441409067e-18,9.70474336347032e-18
MIKKELSEN_ES_ICP_WITH_H3K4ME3,437,0.393285857065032,0.0371762486246299,10.578954886924,6.15845114633819e-18,9.73781760048262e-18
HOFFMANN_SMALL_PRE_BII_TO_IMMATURE_B_LYMPHOCYTE_DN,37,0.403120098882876,0.0381102554546679,10.5777327932736,6.19500548837271e-18,9.78968462699236e-18
MIKKELSEN_IPS_HCP_WITH_H3_UNMETHYLATED,44,0.384134457965116,0.0363180896699582,10.5769455787997,6.21866711426946e-18,9.82112742199093e-18
BIOCARTA_INTEGRIN_PATHWAY,30,0.406454573735795,0.0384326866392256,10.575752290004,6.25470708965492e-18,9.87092458358003e-18
REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS,25,0.39035904287634,0.0369111111725873,10.5756513547131,6.25776514420903e-18,9.87092458358003e-18
DITTMER_PTHLH_TARGETS_DN,59,0.384100502328166,0.03634333419128,10.5686644022971,6.47313269186732e-18,1.02044732284482e-17
WORSCHECH_TUMOR_REJECTION_UP,46,0.396018649061223,0.0374728124334375,10.5681592425086,6.48898878537795e-18,1.02232921141613e-17
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION,71,0.398097240875211,0.0376718781608086,10.5674911979665,6.51001733651014e-18,1.02502324869976e-17
MONNIER_POSTRADIATION_TUMOR_ESCAPE_UP,260,0.40244346439232,0.0380902126846697,10.565534714231,6.57199676855929e-18,1.03415799572806e-17
ZHENG_IL22_SIGNALING_DN,25,0.361407429691596,0.0342089261371014,10.5647113342044,6.59825709075051e-18,1.03766442132418e-17
ZHAN_MULTIPLE_MYELOMA_LB_UP,27,0.398008424365974,0.037674361066909,10.5644372749711,6.60702105327171e-18,1.03821690635084e-17
NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_UP,210,0.402396074799979,0.0380899887932976,10.5643526697699,6.60972894384343e-18,1.03821690635084e-17
REACTOME_NCAM1_INTERACTIONS,30,0.401019644578509,0.0379619127617948,10.5637365296856,6.62948281426032e-18,1.04069318065013e-17
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINDED_IN_ERYTHROCYTE_UP,38,0.379237688437441,0.0359028341561699,10.5628900155301,6.65671914724261e-18,1.0443403641104e-17
LI_DCP2_BOUND_MRNA,69,0.37629216700838,0.0356369964043715,10.5590314834227,6.7822936356614e-18,1.06340168842792e-17
LANDIS_ERBB2_BREAST_TUMORS_65_DN,30,0.392210932570615,0.037145654275083,10.5587299571058,6.79220612512425e-18,1.06431626309004e-17
LABBE_TARGETS_OF_TGFB1_AND_WNT3A_UP,82,0.412024610865528,0.0390226611413671,10.5585984864766,6.79653268374034e-18,1.06435496830003e-17
VALK_AML_CLUSTER_10,28,0.385274798187688,0.0364986335072595,10.5558691152385,6.886979836361e-18,1.07787224913412e-17
ST_B_CELL_ANTIGEN_RECEPTOR,30,0.378838719239891,0.0358897618190122,10.5556208801365,6.89526556484033e-18,1.07830579344104e-17
WANG_ESOPHAGUS_CANCER_VS_NORMAL_DN,81,0.401306733647739,0.0380187671864068,10.5554904418684,6.89962340834282e-18,1.07830579344104e-17
GENTILE_UV_RESPONSE_CLUSTER_D6,28,0.382006119504019,0.0361905357301685,10.555414883941,6.90214900362796e-18,1.07830579344104e-17
